"Id","Date","Time","Question","Details","Answer","Notes","Entered By","Format","Research","Borrow Return","Technology","Administrative","Other","Ticket #"
"o34690225","2021-03-01","10:36","hours","","10","","Tenia McDow","Telephone","","","","Hours of Operation","",""
"o34690455","2021-03-01","10:47","butt dial","","","","David Rachlin","Telephone","","","","","Wrong Number",""
"o34693755","2021-03-01","12:42","printing","","","","Tenia McDow","In Person","","","Printers","","",""
"o34694144","2021-03-01","12:58","cleaning","","","","Tenia McDow","In Person","","","","","Other Information",""
"o34695252","2021-03-01","13:41","hours","","","","Tenia McDow","Telephone","","","","Hours of Operation","",""
"o34695257","2021-03-01","13:42","Endnote Login","","<p>Hi Kamryn,</p>

<p>The product key is a file that comes with your download. Both files need to be in the same folder for EndNote to be able to read the product key.  I am attaching the instructions on how to download EndNote via BlackBoard in case you no longer have access to the product key file.</p>","","Anna White","LibAnswers System","","","EndNote","","","6915710"
"o34698735","2021-03-01","15:50","Fwd: Join Dr. Kizzmekia Corbett discussing the COVID-19 Vaccine","","<p>Hello Daman,</p><br />
<br />
<p>Thanks so much for your message concerning tomorrow's event ""Race to Vaccinate"" featuring Kizzmekia Corbett and Tia Mowry-Hardrict.</p><br />
<br />
<p>Evelyn Blount/F.D. Bluford Library</p>","","Evelyn Blount","LibAnswers System","","","","","Other Information","6926370"
"o34704032","2021-03-01","21:40","How can I download the thesis of a previous master student?","","Yi: How can I download the thesis of a previous master student?<br />
Anna White: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
You can access previous thesis and dissertations here: http://library.ncat.edu/db/D1<br />
Is there anything else I can assist you with?<br />
Yi: No, thanks!<br />
Have a good evening.<br />
Anna White: Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","Anna White","LibChat","Find Thesis/Dissertation","","","","",""
"o34707599","2021-03-02","11:21","","","","","E.F. Moore","Telephone","","","","Fax Machine","",""
"o34707799","2021-03-02","11:29","","","","","E.F. Moore","In Person","","","","Office Supplies","",""
"o34708286","2021-03-02","11:48","When citing an academic journal for a reference page what should one do if the doi number is not given in the journal? If all other pieces needed to c","","Suhaylah: When citing an academic journal for a reference page what should one do if the doi number is not given in the journal? If all other pieces needed to cite the document are given can it still be used as a resource?<br />
David Rachlin: Hello Suhaylah!<br />
If the DOI number is not shown or otherwise unlisted, you can leave it out of an otherwise complete citation.<br />
DOI numbers are a nice thing to have, but not every article gets assigned one, and those who write citation standards like APA know that.<br />
So it's not required.<br />
Suhaylah: I understand. Thank you very much.<br />
David Rachlin: You're most welcome.","","David Rachlin","LibChat","Citations","","","","",""
"o34708869","2021-03-02","12:16","Hello! I'm an outside research who applied for an appointment to visit the A&amp;T archives. I received a 'results' email of my submission, I'm wonder","","Summer: Hello! I'm an outside research who applied for an appointment to visit the A&amp;T archives. I received a 'results' email of my submission, I'm wondering if this is the confirmation email required for my visit or if I am waiting for a different email.<br />
David Rachlin: Hello.  I honestly don't know the answer to that, but I'll refer this information to our archivist for confirmation.<br />
Summer: Thank you for the help! I wanted to be careful as an outside researcher. My email is smcrews@uncg.edu.<br />
David Rachlin: Thanks Summer.  I'll pass this on to our university archivist and you can expect to hear from him soon.<br />
You should hear from either James Stewart or Edward Love.","","David Rachlin","LibChat","Archives/Yearbook","","","","",""
"o34712293","2021-03-02","14:47","Hi can you tell me who the correct point of contact is for possibly getting my books purchased by the library?","","Dedrick Moone: Hi can you tell me who the correct point of contact is for possibly getting my books purchased by the library?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Dedrick Moone: thank you so much<br />
Evelyn Blount: The library does not get involved with the purchased of textbooks. You will need to contact the bookstore on campus. If you give me a few minutes, I will try to locate their contact information.<br />
Evelyn Blount: Here is the link for the university bookstore for textbooks: https://ncat.bncollege.com/shop/ncat/page/find-textbooks#.<br />
Is there anything else I can assist you with?<br />
Dedrick Moone: No ma'am that was it. Thank you so much!<br />
Evelyn Blount: You are welcome!","","Evelyn Blount","LibChat","","","","","Bookstore",""
"o34715761","2021-03-02","17:09","return/renew book","","student might not be able to come in tonight.  I advised that fines are waived and if she needs to bring it in tomorrow, that will be just fine.","","David Rachlin","Telephone","","Return Book","","","",""
"o34716397","2021-03-02","17:42","Hello, my NC A&amp;T username and password is not granting me access to Buford library online. Am I logging in with the correct information?","","Shadan: Hello, my NC A&amp;T username and password is not granting me access to Buford library online. Am I logging in with the correct information?<br />
David Rachlin: Hello Shadan.  There is no need for you to log in to the library website.<br />
What are you trying to get access to?<br />
Shadan: IEEE Xplore<br />
David Rachlin: All you need to do is go to IEEE Xplore in the Alphabetical list of databases, or use this link. http://www.library.ncat.edu/db/I2<br />
You will be prompted for your Aggie One ID.<br />
If it doesn't let you log in with that, you will need to contact Client Technical Services by emailing helpdesk@ncat.edu<br />
Shadan: Thank you!!<br />
David Rachlin: Let me know if you are able to get in.<br />
And You're Welcome!<br />
Shadan: Yes, I accessed it. Thank you so much!<br />
David Rachlin: Is there anything else I can help you with?<br />
Shadan: That's all for now! Have a great day!<br />
David Rachlin: You too!<br />
Shadan: I appreciate you<br />
David Rachlin: Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","David Rachlin","LibChat","Choose Database","","Database Access Issue","","",""
"o34717416","2021-03-02","18:39","Hello, I am looking to access this information here: Sawitzke, J. A., Bubunenko, M., Thomason, L., Li, X., Costantino, N., &amp; Court, D. (2013). Rec","","Brittany Sanders: Hello, <br />
I am looking to access this information here: Sawitzke, J. A., Bubunenko, M., Thomason, L., Li, X., Costantino, N., &amp; Court, D. (2013). Recombineering: A Modern Approach to Genetic Engineering. In S. Maloy &amp; K. Hughes (Eds.), Brenner's Encyclopedia of Genetics (Second Edition) (pp. 109-112). San Diego: Academic Press.<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Brittany Sanders: Okay thank you<br />
Evelyn Blount: Please give me a few minutes to see what I can locate through our databases.<br />
Brittany Sanders: ok<br />
Brittany Sanders: hello?<br />
Evelyn Blount: We do have Brenner's Encyclopedia of Genetics as an ebook. Here is the link to the 2013 copy as indicated in your message:https://ebookcentral-proquest-com.ncat.idm.oclc.org/lib/ncat-ebooks/detail.action?docID=1161901. Please copy and paste the link on your website, you will be prompted for your username and password. If the link doesn't work, just go to the library's website and type Encyclopedia of Genetics.<br />
Brittany Sanders: it doesnt tell me what chapter its under<br />
Evelyn Blount: you will probably have to look through the table of contents. Also, please make sure your title of the chapter is correct.<br />
Brittany Sanders: i am looking but i dont see it under recombineering<br />
Evelyn Blount: That is the only source for 2013 by Brenner available through the library's website. If you are unable to locate the book chapter, you may need to try getting it through our interlibrary loan service. Please let me know if you need to access that service.<br />
Brittany Sanders: my question is how do i know which chapter is this book under from the citation given?<br />
Evelyn Blount: We have to make sure your citation for the book chapter is correct, When I typed in your information I could not locate it in the encyclopedia.<br />
Brittany Sanders: https://www.sciencedirect.com/science/article/pii/B9780123749840012857<br />
i got it from this website<br />
Evelyn Blount: Please give me a few minutes to look at the information you just sent me.<br />
Brittany Sanders: okay thank<br />
Evelyn Blount: I just looked at the information for the book chapter and it is only available for purchase. The library does not have access to the full-text of the book chapter. It may be possible that you could get it through our Interlibrary Loan Service. If you would like the link for the Interlibrary Loan form, please let me know.<br />
Brittany Sanders: yes please","","Evelyn Blount","LibChat","Find E-Book","","","","",""
"o34717623","2021-03-02","18:53","Is the library open and running?What time do you all close?","","Britton: Is the library open and running?<br />
What time do you all close?<br />
David Rachlin: Hello.<br />
The library is open to students, faculty and staff.<br />
We close at 10pm tonight.<br />
Our full schedule is on the website.<br />
library.ncat.edu","","David Rachlin","LibChat","","","","Hours of Operation","",""
"o34717829","2021-03-02","19:08","student got due date notice for borrowed laptop","","transferred call to Access Services and provided student with the circ@ncat.edu email to message them if the phone isn't answered.","","David Rachlin","Telephone","","Due Date","","","",""
"o34719520","2021-03-02","22:10","I am looking for information on Austin Wingate Curtis","","Camryn: I am looking for information on Austin Wingate Curtis<br />
Anna White: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Here is an article on Austin Wingate Curtis from the Alumni Times: https://relations.ncat.edu/pubs/alumnitimes/2018/may24/blufordmay.html<br />
Was there anything specific you wanted to know about him or will that work?<br />
Camryn: Thank you!<br />
Anna White: You're welcome!<br />
Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Anna White","LibChat","Find Article","","","","",""
"o34720333","2021-03-03","08:51","Hi-I'm looking for the journal, ""Race Ethnicity and Education""","","Ashton Murray: Hi-I'm looking for the journal, ""Race Ethnicity and Education""<br />
David Rachlin: Hello <br />
Let me see if I can find that for  you.<br />
We don't seem to have that journal.  Is there a specific article you're looking for?<br />
Ashton Murray: No, i was hoping to explore the resource. Thanks for your help<br />
Is there a way to access it through another university<br />
as a student of A&amp;T<br />
David Rachlin: Let me check on that for you.<br />
The best thing for you to do would be to search the content of the journal at the publisher's website here https://www.tandfonline.com/loi/cree20<br />
If you find a specific article you want, we can try to locate an open access copy of that article or request one from another library using InterLibrary Loan.<br />
You can request an ILL here. https://forms.office.com/Pages/ResponsePage.aspx?id=dd1E2NekH0u9M7wLHHlsOHXrEf9BnLJFjKBcVpZ83N5URFI2RUxOTUlCRENRTlZCREVGWDdDNDU5Vy4u","","David Rachlin","LibChat","Find Journal","","","","",""
"o34722083","2021-03-03","10:46","","","","","E.F. Moore","In Person","","","Printers","","",""
"o34722730","2021-03-03","11:18","When was the first picture shown taken?","","Dawn: When was the first picture shown taken?<br />
David Rachlin: Hello Dawn.  I'm not sure what you mean.  What pictures are you looking at?<br />
Dawn: The picture of the Greensboro four<br />
Sorry I forgot you can't see my screen<br />
David Rachlin: Can you send me a link to the picture you're looking at?<br />
Dawn: http://www.library.ncat.edu/resources/archives/four.html<br />
David Rachlin: Thanks!<br />
The picture of the original 4 standing by their monument is the one youre looking at?<br />
Dawn: yes<br />
David Rachlin: I don't have an exact date on that picture, but I can tell you that David Richmond passed away on December 7th, 1990, so it would have to be before then.<br />
Dawn: okay thank you so much<br />
Have a nice day.","","David Rachlin","LibChat","Archives/Yearbook","","","","",""
"o34722778","2021-03-03","11:21","Hello! I'm an outside research who applied for an appointment to visit the A&amp;T archives. I received a 'results' email of my submission, I'm","","<p>[Status changed to <em>Closed</em>.]</p>","","David Rachlin","LibChat","Archives/Yearbook","","","","","6932950"
"o34724016","2021-03-03","12:14","","","","","E.F. Moore","Telephone","Find Book","","","","",""
"o34724251","2021-03-03","12:25","","","","","E.F. Moore","In Person","","","Printers","","",""
"o34736648","2021-03-04","10:16","Need to renew books used for my class.","","Professor Debasish Kuila: Need to renew books used for my class.<br />
David Rachlin: Hello professorl.<br />
You can email circ@ncat.edu with the information about the books, and they will process the renewals for you.<br />
Professor Debasish Kuila: Hi Dave,<br />
Can I extend them to the end of this semester.<br />
David Rachlin: As a faculty member, you should be able to borrow for the whole semester.<br />
Professor Debasish Kuila: Thank you. That's what I have done in the past. Can you help me to do it now?<br />
David Rachlin: I'm sorry professor, I can not.  I do not have access to the circulation systems, and I am not in the building.<br />
If you email the information to circ@ncat.edu, they can process the renewals for you.","","David Rachlin","LibChat","","Renewal","","","",""
"o34736849","2021-03-04","10:28","Is there a way to renew books online?  I'm a faculty member.","","Matt: Is there a way to renew books online?  I'm a faculty member.<br />
David Rachlin: Hello Matt.  You can email the information to circ@ncat.edu, and they can renew the book for you.<br />
Matt: Thank you<br />
David Rachlin: No problem!<br />
Is there anything else I can help you with?<br />
Matt: No thanks!<br />
David Rachlin: Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","David Rachlin","LibChat","","Renewal","","","",""
"o34737620","2021-03-04","11:10","Hi, I am looking for any training modules for postdoctoral scholars for responsible conduct of research","","yogini: Hi, I am looking for any training modules for postdoctoral scholars for responsible conduct of research<br />
David Rachlin: Hello Yogini.  Those training modules are available from DORED.<br />
https://old.ncat.edu/research/dored/irb-training-forms-links.html<br />
yogini: Thank you Dave. I appreciate your help<br />
David Rachlin: Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","David Rachlin","LibChat","","","","","Need Other Department",""
"o34742027","2021-03-04","14:28","The printer is jammed and needs paper.","","Refilled printer paper","","Brittney Farmer","In Person","","","Printers","","",""
"o34742845","2021-03-04","15:03","Course description for MATH 102 taken in Fall 1999","","Kimberly Black: Course description for MATH 102 taken in Fall 1999<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Are you looking for a course description catalog for Fall 1999?<br />
Kimberly Black: Yes<br />
MATH 102<br />
Evelyn Blount: Please give me a few minutes to see what I can locate.<br />
Kimberly Black: ok thank you<br />
Evelyn Blount: Here is the link to the 1999 undergraduate academic bulletin: <br />
            <br />
            <br />
        <br />
    <br />
<br />
<br />
<br />
<br />
<br />
<br />
Bulletin of Agricultural and Technical College<br />
                                of North Carolina [1999-2001]. If you are unable to locate your information in the bulletin, you may want to contact the math department for more information:  Department of Mathematics and Statistics. <br />
          Marteena Hall1601 East Market StreetGreensboro, NC 27411Phone: 336 285 2033-2036<br />
            <br />
            <br />
        <br />
    <br />
<br />
<br />
<br />
<br />
<br />
 <br />
Kimberly Black: thank you!!!<br />
Evelyn Blount: You are welcome!","","Evelyn Blount","LibChat","","","","","Need Other Department",""
"o34744022","2021-03-04","15:56","trying to find information on lieutentant robert lee campbell","","Rebekah: trying to find information on lieutentant robert lee campbell<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Rebekah: thank you<br />
Evelyn Blount: Please give me a few minutes to see what I can locate.<br />
Rebekah: ok<br />
I was told to look in university archives &amp; alumni news but I'm not seeing anything<br />
Evelyn Blount: You may need to contact the Archives Department directly. Here is their contact information:libraryarchives@ncat.edu336.285.4176.<br />
Rebekah: thank you<br />
Evelyn Blount: Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o34744036","2021-03-04","15:56","I want to get full text research article","","Vidya Jadhav: I want to get full text research article<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Evelyn Blount: I will be right with you. Currently chatting with another patron.<br />
Vidya Jadhav: okay<br />
Evelyn Blount: You can search any of our databases and get full-text articles. Please go to the library's website and type your information in the Quick Search block. Also, you can select the All Databases by Title underneath the Quick search block.  Additionally, if you are just looking for articles in general you could start with the  Academic Search Complete database to get full-text articles.<br />
Vidya Jadhav: I am a new student I dont know what login name i should use<br />
Evelyn Blount: You will need to use the same user name &amp; password that you use for Blackboard.","","Evelyn Blount","LibChat","Find Article","","","","",""
"o34745407","2021-03-04","16:54","someone looking for Bobby Bynum","","","","David Rachlin","Telephone","","","","","Call for Specific Librarian",""
"o34745418","2021-03-04","16:54","Student looking for CTS","","","","David Rachlin","Telephone","","","Refer to CTS","","",""
"o34746775","2021-03-04","18:05","how do I print","","","","David Rachlin","In Person","","","Printers","","",""
"o34747413","2021-03-04","18:53","parking","","","","David Rachlin","Telephone","","","","","Other Information",""
"o34747783","2021-03-04","19:20","student lives in raleigh and wants e-book","","explained that he needs to speak to circulation desk, and Cynthia Robinson, but she was not available.  Advised student to email his issue to circ@ncat.edu but he declined to do so.","","David Rachlin","Telephone","","ILL","","","",""
"o34750351","2021-03-05","09:45","Hello Can you advise what is the procedure to have have works added to your library?","","Fiona: Hello <br />
Can you advise what is the procedure to have have works added to your library?<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
What do you mean when you say, works added to the library?<br />
Donations?<br />
Or suggested purchases?<br />
Fiona: Suggested purchases (Books/DVDs)<br />
Carlos Grooms: One moment please, I will be right with you.<br />
Fiona: Thank you<br />
Carlos Grooms: On our Bluford Library Website, at the bottom, we have a link titled, Requesting Books &amp; Materials. Please use this link for suggestions http://library.ncat.edu/resources/collection.html <br />
Fiona: Thank you very much for your help!<br />
Carlos Grooms: You are welcome, Is there anything else I can help you with?<br />
Fiona: That will be all for today, thank you!","","Carlos Grooms","LibChat","","","","","Buy Book/Add to Collection",""
"o34751183","2021-03-05","10:40","Can you help me find this paper :Ransomware detection using machine learning algorithms","","May Almousa: Can you help me find this paper :<br />
Ransomware detection using machine learning algorithms<br />
Hello<br />
Carlos Grooms: Hello and thank you for using Bluford Library Ask-a-Librarian service<br />
Do you have the authors name ?<br />
May Almousa: Thank you!<br />
Yes<br />
Seong Il Bae , Gyu Bin Lee, and  Eul Gyu Im<br />
Carlos Grooms: Give me a few minutes; I will start the search. Thank you<br />
May Almousa: no problem<br />
Carlos Grooms: One moment please, I will be right with you.<br />
Attached a file: https://ncat.libanswers.com/chat_file.php?i=2202&amp;f=227335<br />
<br />
Please check to see if this article is the one you are looking for.<br />
One moment please, I will be right with you.<br />
May Almousa: Yes<br />
Thank you so much!<br />
Carlos Grooms: You are welcome. Is there anything else I can assist you with?<br />
May Almousa: I might come back again if I need help<br />
Bye<br />
Carlos Grooms: Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","Carlos Grooms","LibChat","Find Article","","","","",""
"o34751237","2021-03-05","10:44","Finding articles","","<p>Good morning Su,</p>

<p> </p>

<p><em>Psychology of Men &amp; Masculinity</em> is indexed in <span id=""ctl00_ctl00_FindField_FindField_lblDbname"" style=""margin:0px;padding:0px;border:0px;vertical-align:baseline;background:transparent;"">APA PsycArticles: http://ncat.idm.oclc.org/login?url=http://search.ebscohost.com/login.aspx?direct=true&amp;db=pdh&amp;jid=MEN&amp;site=ehost-live.</span></p>

<p> </p>

<p>If you need additional assistance, please let us know.</p>

<p> </p>

<p>Harvey Long, Student Success Librarian </p>

<p> </p>

<p> </p>","","Harvey Long","LibAnswers System","Find Article","","","","","6957325"
"o34751897","2021-03-05","11:25","I am trying to get access to some specific Journal Publication from the Library but since I am currently not present in Greensboro due to me having al","","R moxon: I am trying to get access to some specific Journal Publication from the Library but since I am currently not present in Greensboro due to me having all my classes online, I would like to know how I am able to access these specific Journals from the Library<br />
Carlos Grooms: Hello and thank you for using Bluford Library Ask-a-Librarian service, I will see what we can do. <br />
What topic do you want to research? <br />
One moment please, I will be right with you.<br />
R moxon: I want to know how can I access the Journals on the topic, Ultrasonic Applications in Biomedical Applications, or Journals involving Ultrasonic Applications in Medicine<br />
Carlos Grooms: I would suggest starting with a basic search in Aggie Gold on our library website. You can filter the types of resources you need: articles, peer-review and full-text. <br />
You can also use our research guides. What is your major? <br />
R moxon: What is the complete website address?<br />
Carlos Grooms: www.library.ncat.edu is the library website and Aggie Gold is the main search database. <br />
https://libguides.library.ncat.edu/?b=s <br />
R moxon: I am in Mechanical Engineering so I am doing a research Project so I am searching for Journals concerning some aspect of Ultrasonic applications in medicine<br />
Carlos Grooms: This link will lead you to our research guides. <br />
https://libguides.library.ncat.edu/c.php?g=778638&p=5583173<br />
This link has suggested databases for Mechanical Engineering research. <br />
R moxon: Oh, Ok Thanks so much. I will try the website you sent me and if I am still having problems I will be back in contact with you so let me now try it.<br />
Thanks so much<br />
Carlos Grooms: You are welcome, thank you for visiting Bluford Library. ","","Carlos Grooms","LibChat","Find Journal","","","","",""
"o34751996","2021-03-05","11:30","Using spatio-temporal information in API calls with machine learning algorithms for malware detectionShare on","","May: Using spatio-temporal information in API calls with machine learning algorithms for malware detection<br />
Share on<br />
Carlos Grooms: Hello, what type of source is this?<br />
One moment please, I will be right with you.<br />
May: Hello Carlos, this is May. I could not find this paper: Using spatio-temporal information in API calls with machine learning algorithms for malware detection<br />
I could not find it","","Carlos Grooms","LibChat","Find Journal","","","","",""
"o34752167","2021-03-05","11:40","Hello Carlos, this is May. I could not find this paper: Using spatio-temporal information in API calls with machine learning algorithms for malware de","","May: Hello Carlos, this is May. I could not find this paper: Using spatio-temporal information in API calls with machine learning algorithms for malware detection<br />
<br />
I could not find it<br />
ok<br />
Carlos Grooms: It appears that we do not have this article? <br />
Is there anything else I can assist you with?<br />
May: Ok. Thank you<br />
Bye<br />
Carlos Grooms: Have a great day","","Carlos Grooms","LibChat","Find Article","","","","",""
"o34752923","2021-03-05","12:20","How can I find the book which it is ini the library through the online?","","Yoo-SAng Chang: How can I find the book which it is ini the library through the online?<br />
Carlos Grooms: Hello and thank you for using Bluford Library Ask-a-Librarian service. What is the name of the book and author?<br />
One moment please, I will be right with you.<br />
Carlos Grooms: What is the name of the book and author?<br />
One moment please, I will be right with you.","","Carlos Grooms","LibChat","Find Book","","","","",""
"o34753058","2021-03-05","12:25","Where can I check out a laptop?","","Rio Claytor: Where can I check out a laptop?<br />
Carlos Grooms: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
We circulate laptops at the Access Services Desk, on the first floor of Bluford Library. You will need your aggieone card to enter the Library. <br />
One moment please, I will be right with you.","","Carlos Grooms","LibChat","","Borrow Laptop","","","",""
"o34755598","2021-03-05","14:18","Can you please let me know if I can borrow a book from the library?","","Mannur Sundaresan: Can you please let me know if I can borrow a book from the library?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Yes, you are able to borrow books from the library. If you have questions about the process, please contact the Access Services Department @ circ@ncat.edu or call 336.285.4164.","","Evelyn Blount","LibChat","","Borrow Book","","","",""
"o34759330","2021-03-05","17:04","","When are we getting endnote X8?  Endnote X7 is not compatible withe the latest version of Ms Word 2016 for Mac computers.<br />
Thanks<br />
Muganda","This email was sent to Muganda:<br />
The library has the latest subscription to Endnote. You can download the latest version through your Blackboard account. If you have any additional questions concerning Endnote, please contact the Research, Instructional and Engagement Services Department at (336) 285-4185. I hope this information is helpful.<br />
<br />
<br />
Evelyn Blount","","Evelyn Blount","E-Mail","","","EndNote","","",""
"o34760539","2021-03-05","18:34","Hello; I 'am looking for a Principal of Genetics textbook to copy some textbook pages in the library.","","Mizpha Fernander: Hello; I 'am looking for a Principal of Genetics textbook to copy some textbook pages in the library.<br />
Okay Thanks<br />
E.F. Moore: put the title in the library home page: here is the link: http://www.library.ncat.edu/","","E.F. Moore","LibChat","Find Book","","","","",""
"o34761326","2021-03-05","19:51","I am a new faculty member in Landscape Architecture.  I'm getting a team of student research assistants oriented to collecting and organizing material","","Steve Cancian: I am a new faculty member in Landscape Architecture.  I'm getting a team of student research assistants oriented to collecting and organizing materials for a literature review.  Is there an advantage to having our RAs use Endnote Web over downloading the application?<br />
Thank you.<br />
E.F. Moore: Contact John Teleha at : teleha@ncat.edu<br />
Steve Cancian: OK...thank you.<br />
One related question that might be easy to answer.  When I use Endnote Web Online Search, NCAT does not come up in the option of databases to search--I only get four options, Library of Congress etc.  Is this a sign that the system is not recognizing me as NCAT affiliated?  Or is there a way to fix this glitch?<br />
E.F. Moore: I do not know. Have you installed endnote on your computer? Using ncat installation?<br />
Steve Cancian: No worries.  I'm installing it now.  Maybe that will solve the problem.  I will try that and also email John.   Thank you for your help none-the-less.  I appreciate you being available after hours.<br />
E.F. Moore: NCAT has license for endnote<br />
Steve Cancian: Yes...and I just downloaded the app following the instructions that John created.   I will report back on how it works","","E.F. Moore","LibChat","","","EndNote","","",""
"o34766922","2021-03-07","13:28","How can I access an article from the library?","","<p>Good afternoon,</p>

<p>I was able to access the article through a different database.  I have attached the .pdf with this response.</p>

<p> </p>

<p>Please let me know if I can assist you with anything further.</p>

<p> </p>

<p>Thank you,</p>

<p>Anna W.<br />
F. D. Bluford Library</p>","","Anna White","LibAnswers System","Find Article","","","","","6965948"
"o34767385","2021-03-07","14:41","Okeke-Adeyanju, N., Taylor, L. C., Craig, A., Smith, R. E., Thomas, A., Boyle, A. E., &amp; DeRosier, M.(2014). Celebrating the strengths of Black you","","debbie: Okeke-Adeyanju, N., Taylor, L. C., Craig, A., Smith, R. E., Thomas, A., Boyle, A. E., &amp; DeRosier, M.<br />
(2014). Celebrating the strengths of Black youth: Increasing self-esteem and implications<br />
for prevention. Journal of Primary Prevention, 35, 357-369.  Can you help me locate this article? I need to review it<br />
Anna White: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
debbie: thank you<br />
Anna White: Attached a file: https://ncat.libanswers.com/chat_file.php?i=2202&amp;f=227981<br />
<br />
Please click the link to access a PDF of the requested article.<br />
Is there anything else I can assist you with?<br />
debbie: can't thank you enough!!!!!<br />
Anna White: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Anna White","LibChat","Find Article","","","","",""
"o34767674","2021-03-07","15:21","autocad","","","","Tenia McDow","In Person","Choose Database","","","","",""
"o34767785","2021-03-07","15:40","office  supplies","","","","Tenia McDow","In Person","","","","Office Supplies","",""
"o34768118","2021-03-07","16:34","How can I access an article from the library?","","[Status changed to Closed.]","","Anna White","LibAnswers System","Find Article","","","","","6965948"
"o34768209","2021-03-07","16:47","hours","","","","Tenia McDow","Telephone","","","","Hours of Operation","",""
"o34768604","2021-03-07","18:01","cheacking out books","","","","Tenia McDow","Telephone","Find Book","","","","",""
"o34768637","2021-03-07","18:08","I am attempting to complete an ILL request. However I keep getting this message once I login to the ILL system. ""You don't have permission to view or ","","James McRavion: I am attempting to complete an ILL request. However I keep getting this message once I login to the ILL system. ""You don't have permission to view or respond to this form"".<br />
Ok thanks<br />
Anna White: Hi James, if you send me the information on the item you are requesting, I will submit it for you.  I just need the title, what kind of item it is, the author(s), and your email address as well as any other information you can provide<br />
James McRavion: The name of the ebook is ""A treatise on the intellectual character and  civil and political condition of the Colored people of the exercise towards them"". BY Hosea Easton<br />
Anna White: What is your aggie email?<br />
James McRavion: jimcravi@aggies.ncat.edu<br />
Anna White: What year was it published?<br />
James McRavion: 1837 and 1969 however, I need the 1837","","Anna White","LibChat","","ILL","","","",""
"o34768753","2021-03-07","18:31","I am attempting to complete an ILL request. However I keep getting this message once I login to the ILL system.","","[Status changed to Closed.]","","Harvey Long","LibAnswers System","","ILL","","","","6969224"
"o34768790","2021-03-07","18:42","laptop chargers","","","","Tenia McDow","Telephone","","Borrow Laptop","","","",""
"o34768996","2021-03-07","19:35","office  supplies","","","","Tenia McDow","In Person","","","","Office Supplies","",""
"o34769059","2021-03-07","19:51","hours","","","","Tenia McDow","Telephone","","","","Hours of Operation","",""
"o34769061","2021-03-07","19:51","aggie card","","","","Tenia McDow","Telephone","","","","","Other Information",""
"o34769073","2021-03-07","19:53","laptop","","","","Tenia McDow","Telephone","","Borrow Laptop","","","",""
"o34769148","2021-03-07","20:06","Hello, I have an assignment that is asking for me to use the search engine to look at specific topics in a general area. How do I do this? I have sear","","Trinity Cherry-Brown: Hello, I have an assignment that is asking for me to use the search engine to look at specific topics in a general area. How do I do this? I have searched the topic up in the quick search but I am not looking for a book and that's all that comes up.<br />
Anna White: Hi Trinity, after you search for your item, you should be able to narrow your search using the column on the left.  You can select article, journal, e-book, etc. <br />
Trinity Cherry-Brown: ok I see it now. Thank you!!!<br />
Anna White: You're welcome!  Please et me know if there's anything else I can do to assist you.","","Anna White","LibChat","Search Catalog","","","","",""
"o34770258","2021-03-08","08:24","lockdown browser","","","","Tenia McDow","In Person","","","Respondus Lockdown","","",""
"o34770904","2021-03-08","09:23","is there a way to search audiobooks?","","harmoni: is there a way to search audiobooks?<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
We have online books housed in our databases for example, Books24/7 is a database that you can access as a student, staff, or faculty person. <br />
harmoni: thank you ill take a look on there<br />
Carlos Grooms: http://library.ncat.edu/dbm/<br />
Please try this link to access Bluford library databases ","","Carlos Grooms","LibChat","Find E-Book","","","","",""
"o34774563","2021-03-08","12:07","Is the scanner still down?","","Yes. Gave steps to scan document via iPhone","","Brittney Farmer","Telephone","","","Scanner","","",""
"o34775857","2021-03-08","13:01","guess computers","","","","Tenia McDow","In Person","","","Printers","Guest Login","",""
